species,gradient_id,elevation_m,lat,lon,sampling_date
Calceolaria filicaulis Clos subsp. luxurians (Witasek) C. Ehrh.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Carex andina Phil.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Carex andina Phil.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Carex andina Phil.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Carex andina Phil.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Carex andina Phil.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Carex andina Phil.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Carex andina Phil.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Carex andina Phil.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Carex macloviana d'Urv.,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Carex patagonica Speg.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
"Carex recondita Muñoz-Schüler, Martín-Bravo & Jim.Mejías",Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Cerastium arvense L.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Cerastium arvense L.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Cerastium arvense L.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Cerastium arvense L.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Cerastium arvense L.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Cerastium arvense L.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Cerastium arvense L.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Cerastium arvense L.,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Cerastium arvense L.,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Chaetanthera euphrasioides (DC.) F. Meigen,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Chenopodium philippianum Aellen,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Chenopodium philippianum Aellen,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Chenopodium philippianum Aellen,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Chenopodium philippianum Aellen,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Chenopodium philippianum Aellen,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Chuquiraga oppositifolia D. Don,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Chuquiraga oppositifolia D. Don,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Chuquiraga oppositifolia D. Don,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Chuquiraga oppositifolia D. Don,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Chuquiraga oppositifolia D. Don,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Chuquiraga oppositifolia D. Don,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Collomia biflora (Ruiz & Pav.) Brand,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Collomia biflora (Ruiz & Pav.) Brand,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Collomia biflora (Ruiz & Pav.) Brand,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Convolvulus arvensis L.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Convolvulus arvensis L.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Conyza andina J. Remy,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Cryptantha capituliflora (Clos) Reiche,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Cryptantha capituliflora (Clos) Reiche,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Cryptantha glomerulifera  (Phil.) I.M. Johnst.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Cuscuta sp. indet. ,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Cynoglossum creticum Mill.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Diplolepis nummulariifolia (Hook. & Arn.) Liede & Rapini,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Diplolepis nummulariifolia (Hook. & Arn.) Liede & Rapini,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Ephedra chilensis C. Presl,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Ephedra chilensis C. Presl,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Ephedra chilensis C. Presl,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Erigeron andicola DC.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Erigeron andicola DC.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Erigeron andicola DC.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Erigeron andicola DC.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Erigeron andicola DC.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Erigeron andicola DC.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Erigeron andicola DC.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Erigeron andicola DC.,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Erigeron andicola DC.,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Erigeron andicola DC.,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Erigeron leptopetalus Phil.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Erigeron leptopetalus Phil.,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Erigeron sp. indet.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Erodium cicutarium (L.) L'Hér. ex Aiton,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Euphorbia collina Phil.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Euphorbia collina Phil.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Euphorbia collina Phil.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Euphorbia collina Phil.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Euphorbia collina Phil.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Festuca magellanica Lam.,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Galium araucanum Phil.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Galium gilliesii Hook. & Arn. ,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Galium suffruticosum Hook. & Arn.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Galium suffruticosum Hook. & Arn.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Gamocarpha compacta (Phil.) S.S. Denham & Pozner,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Gamocarpha compacta (Phil.) S.S. Denham & Pozner,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Gamocarpha compacta (Phil.) S.S. Denham & Pozner,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Gamocarpha scapigera (J. Rémy) S.S. Denham & Pozner,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Gamocarpha scapigera (J. Rémy) S.S. Denham & Pozner,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Gamocarpha scapigera (J. Rémy) S.S. Denham & Pozner,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Gayophytum humile A. Juss.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Gayophytum humile A. Juss.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Gayophytum humile A. Juss.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Gayophytum micranthum Hook. & Arn.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Geranium sessiliflorum Cav.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Haplopappus anthylloides Meyen & Walp.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Haplopappus anthylloides Meyen & Walp.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Haplopappus anthylloides Meyen & Walp.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Haplopappus anthylloides Meyen & Walp.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Haplopappus schumannii (Kuntze) G.K. Br. & W.D. Clark,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Haplopappus schumannii (Kuntze) G.K. Br. & W.D. Clark,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Haplopappus scrobiculatus (Nees) DC.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Haplopappus scrobiculatus (Nees) DC.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Haplopappus scrobiculatus (Nees) DC.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Haplopappus scrobiculatus (Nees) DC.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Haplopappus scrobiculatus (Nees) DC.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Hordeum comosum J. Presl,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Hordeum comosum J. Presl,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Hordeum comosum J. Presl,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Hordeum comosum J. Presl,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Hordeum comosum J. Presl,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Hordeum comosum J. Presl,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Hordeum comosum J. Presl,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Hordeum comosum J. Presl,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Hordeum comosum J. Presl,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Hordeum comosum J. Presl,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Hordeum comosum J. Presl,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Hordeum comosum J. Presl,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Hordeum comosum J. Presl,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Hordeum comosum J. Presl,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Hordeum comosum J. Presl,Valle Nevado,3700,-33.32133166666667,-70.23131833333333,2022-12-29
Hypochaeris apargioides Hook. & Arn.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Hypochaeris clarionoides (J. Remy) Reiche,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Hypochaeris clarionoides (J. Remy) Reiche,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Hypochaeris clarionoides (J. Remy) Reiche,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Hypochaeris clarionoides (J. Remy) Reiche,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Hypochaeris clarionoides (J. Remy) Reiche,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Hypochaeris clarionoides (J. Remy) Reiche,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Juncus stipulatus Nees & Meyen,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
"Koeleria barbinodis (Trin.) Barberá, Quintanar, Soreng & P.M. Peterson",Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
"Koeleria barbinodis (Trin.) Barberá, Quintanar, Soreng & P.M. Peterson",Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
"Koeleria preslii (Kunth) Barberá, Quintanar, Soreng & P.M. Peterson",Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
"Koeleria preslii (Kunth) Barberá, Quintanar, Soreng & P.M. Peterson",Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
"Koeleria preslii (Kunth) Barberá, Quintanar, Soreng & P.M. Peterson",Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
"Koeleria preslii (Kunth) Barberá, Quintanar, Soreng & P.M. Peterson",Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
"Koeleria preslii (Kunth) Barberá, Quintanar, Soreng & P.M. Peterson",Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Lactuca virosa L.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Lactuca virosa L.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Lactuca virosa L.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Lactuca virosa L.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Lactuca virosa L.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Lactuca virosa L.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Lactuca virosa L.,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Latace andina (Poepp.) Sassone,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Latace andina (Poepp.) Sassone,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Latace andina (Poepp.) Sassone,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Latace andina (Poepp.) Sassone,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Latace andina (Poepp.) Sassone,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Latace andina (Poepp.) Sassone,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Leucheria bridgesii Hook. & Arn.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Leucocoryne alliacea Miers ex Lindl.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Leucocoryne alliacea Miers ex Lindl.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Leucocoryne alliacea Miers ex Lindl.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Loasa sigmoidea Urb. & Gilg,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Loasa sigmoidea Urb. & Gilg,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Loasa sigmoidea Urb. & Gilg,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Loasa sigmoidea Urb. & Gilg,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Luzula chilensis Nees & Meyen ex Kunth,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Luzula chilensis Nees & Meyen ex Kunth,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Luzula chilensis Nees & Meyen ex Kunth,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Luzula chilensis Nees & Meyen ex Kunth,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Luzula chilensis Nees & Meyen ex Kunth,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Luzula chilensis Nees & Meyen ex Kunth,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Luzula parvula Barros,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Luzula racemosa Desv.,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Madia sativa Molina,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Melosperma andicola Benth.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Melosperma andicola Benth.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Melosperma andicola Benth.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Melosperma andicola Benth.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Menonvillea purpurea (Hastings) Rollins,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Menonvillea scapigera (Phil.) Rollins ,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Menonvillea scapigera (Phil.) Rollins ,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Microsteris gracilis (Hook.) Greene,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Microsteris gracilis (Hook.) Greene,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Microsteris gracilis (Hook.) Greene,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Microsteris gracilis (Hook.) Greene,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Microsteris gracilis (Hook.) Greene,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Microsteris gracilis (Hook.) Greene,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Microsteris gracilis (Hook.) Greene,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Microsteris gracilis (Hook.) Greene,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Microsteris gracilis (Hook.) Greene,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Montia fontana L.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Montiopsis andicola (Gillies) D.I. Ford,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Montiopsis andicola (Gillies) D.I. Ford,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Montiopsis andicola (Gillies) D.I. Ford,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Montiopsis cistiflora (Gillies ex Arn.) D.I. Ford,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Montiopsis cistiflora (Gillies ex Arn.) D.I. Ford,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Montiopsis cistiflora (Gillies ex Arn.) D.I. Ford,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Montiopsis cistiflora (Gillies ex Arn.) D.I. Ford,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Montiopsis gilliesii (Hook. & Arn.) D.I. Ford,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Montiopsis gilliesii (Hook. & Arn.) D.I. Ford,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Montiopsis gilliesii (Hook. & Arn.) D.I. Ford,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Montiopsis gilliesii (Hook. & Arn.) D.I. Ford,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Montiopsis gilliesii (Hook. & Arn.) D.I. Ford,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Montiopsis gilliesii (Hook. & Arn.) D.I. Ford,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Montiopsis gilliesii (Hook. & Arn.) D.I. Ford,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Montiopsis potentilloides (Barnéoud) D.I. Ford,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Mutisia sinuata Cav.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Nassauvia cumingii Hook. & Arn.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Nassauvia cumingii Hook. & Arn.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Nassauvia cumingii Hook. & Arn.,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Nassauvia cumingii Hook. & Arn.,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Nassauvia cumingii Hook. & Arn.,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Nassauvia lagascae (D. Don) F. Meigen var. lagascae,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Nassauvia lagascae (D. Don) F. Meigen var. lagascae,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Nassauvia lagascae (D. Don) F. Meigen var. lagascae,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Nassauvia lagascae (D. Don) F. Meigen var. lagascae,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Nassauvia looseri Cabrera,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Nassauvia looseri Cabrera,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Nassauvia looseri Cabrera,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Nassauvia looseri Cabrera,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Nicotiana corymbosa J. Remy,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Nicotiana corymbosa J. Remy,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Nicotiana corymbosa J. Remy,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Nicotiana corymbosa J. Remy,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Nicotiana corymbosa J. Remy,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Nicotiana corymbosa J. Remy,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Nicotiana corymbosa J. Remy,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Nicotiana corymbosa J. Remy,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Nototriche compacta (A. Gray) A.W. Hill,Valle Nevado,3700,-33.32133166666667,-70.23131833333333,2022-12-29
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. colchaguense (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. colchaguense (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. colchaguense (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Olsynium philippii (Klatt) Goldblatt subsp. illapelinum (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Olsynium philippii (Klatt) Goldblatt subsp. illapelinum (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Olsynium philippii (Klatt) Goldblatt subsp. illapelinum (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Oriastrum chilense (J. Remy) Wedd,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Oriastrum lycopodioides (J. Remy) Wedd,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Oriastrum lycopodioides (J. Remy) Wedd,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Oriastrum pentacaenoides Phil.,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Oriastrum pusillum Poepp. & Endl,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Oriastrum pusillum Poepp. & Endl,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Oxalis compacta Gillies ex Hook. & Arn. ,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Oxalis compacta Gillies ex Hook. & Arn. ,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
