"trait_observation_id","observation_id","occurrence_id","paper_id","scientific_name","trait_name","trait_value","trait_value_standardized","source_citation","source_url","source_file","source_sheet","original_row_number"
"jennings_2026_73_habit","jennings_2026_73","jennings_2026::oo_1589237.xlsx::LSI list::73","jennings_2026","Cordia trichostemon","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",73
"jennings_2026_74_habit","jennings_2026_74","jennings_2026::oo_1589237.xlsx::LSI list::74","jennings_2026","Cynoglossum timorense","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",74
"jennings_2026_75_habit","jennings_2026_75","jennings_2026::oo_1589237.xlsx::LSI list::75","jennings_2026","Mammea timorensis","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",75
"jennings_2026_76_habit","jennings_2026_76","jennings_2026::oo_1589237.xlsx::LSI list::76","jennings_2026","Polycarpaea sumbana","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",76
"jennings_2026_77_habit","jennings_2026_77","jennings_2026::oo_1589237.xlsx::LSI list::77","jennings_2026","Polycarpaea timorensis","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",77
"jennings_2026_78_habit","jennings_2026_78","jennings_2026::oo_1589237.xlsx::LSI list::78","jennings_2026","Polycarpaea zollingeri","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",78
"jennings_2026_79_habit","jennings_2026_79","jennings_2026::oo_1589237.xlsx::LSI list::79","jennings_2026","Clethra sumbawaensis","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",79
"jennings_2026_80_habit","jennings_2026_80","jennings_2026::oo_1589237.xlsx::LSI list::80","jennings_2026","Garcinia septogarcinia","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",80
"jennings_2026_81_habit","jennings_2026_81","jennings_2026::oo_1589237.xlsx::LSI list::81","jennings_2026","Garcinia sumbawensis","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",81
"jennings_2026_82_habit","jennings_2026_82","jennings_2026::oo_1589237.xlsx::LSI list::82","jennings_2026","Garcinia timorensis","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",82
"jennings_2026_83_habit","jennings_2026_83","jennings_2026::oo_1589237.xlsx::LSI list::83","jennings_2026","Terminalia zollingeri","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",83
"jennings_2026_84_habit","jennings_2026_84","jennings_2026::oo_1589237.xlsx::LSI list::84","jennings_2026","Argyreia bifrons","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",84
"jennings_2026_85_habit","jennings_2026_85","jennings_2026::oo_1589237.xlsx::LSI list::85","jennings_2026","Argyreia glabra","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",85
"jennings_2026_86_habit","jennings_2026_86","jennings_2026::oo_1589237.xlsx::LSI list::86","jennings_2026","Argyreia paivae","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",86
"jennings_2026_87_habit","jennings_2026_87","jennings_2026::oo_1589237.xlsx::LSI list::87","jennings_2026","Argyreia reinwardtiana","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",87
"jennings_2026_88_habit","jennings_2026_88","jennings_2026::oo_1589237.xlsx::LSI list::88","jennings_2026","Argyreia sumbawana","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",88
"jennings_2026_89_habit","jennings_2026_89","jennings_2026::oo_1589237.xlsx::LSI list::89","jennings_2026","Argyreia walshae","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",89
"jennings_2026_90_habit","jennings_2026_90","jennings_2026::oo_1589237.xlsx::LSI list::90","jennings_2026","Erycibe timorensis","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",90
"jennings_2026_91_habit","jennings_2026_91","jennings_2026::oo_1589237.xlsx::LSI list::91","jennings_2026","Ipomoea reflexa","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",91
"jennings_2026_92_habit","jennings_2026_92","jennings_2026::oo_1589237.xlsx::LSI list::92","jennings_2026","Merremia dichotoma","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",92
"jennings_2026_93_habit","jennings_2026_93","jennings_2026::oo_1589237.xlsx::LSI list::93","jennings_2026","Stictocardia cordatosepala","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",93
"jennings_2026_94_habit","jennings_2026_94","jennings_2026::oo_1589237.xlsx::LSI list::94","jennings_2026","Stictocardia discolor","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",94
"jennings_2026_95_habit","jennings_2026_95","jennings_2026::oo_1589237.xlsx::LSI list::95","jennings_2026","Costus chrysocephalus","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",95
"jennings_2026_96_habit","jennings_2026_96","jennings_2026::oo_1589237.xlsx::LSI list::96","jennings_2026","Mukia sumbensis","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",96
"jennings_2026_97_habit","jennings_2026_97","jennings_2026::oo_1589237.xlsx::LSI list::97","jennings_2026","Trichosanthes floresana","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",97
"jennings_2026_98_habit","jennings_2026_98","jennings_2026::oo_1589237.xlsx::LSI list::98","jennings_2026","Zehneria elbertii","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",98
"jennings_2026_99_habit","jennings_2026_99","jennings_2026::oo_1589237.xlsx::LSI list::99","jennings_2026","Zehneria immarginata","growth_form","climber","climber","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",99
"jennings_2026_100_habit","jennings_2026_100","jennings_2026::oo_1589237.xlsx::LSI list::100","jennings_2026","Dicksonia timorensis","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",100
"jennings_2026_101_habit","jennings_2026_101","jennings_2026::oo_1589237.xlsx::LSI list::101","jennings_2026","Cycas montana","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",101
"jennings_2026_102_habit","jennings_2026_102","jennings_2026::oo_1589237.xlsx::LSI list::102","jennings_2026","Cycas sundaica","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",102
"jennings_2026_103_habit","jennings_2026_103","jennings_2026::oo_1589237.xlsx::LSI list::103","jennings_2026","Diplacrum pygmaeopsis","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",103
"jennings_2026_104_habit","jennings_2026_104","jennings_2026::oo_1589237.xlsx::LSI list::104","jennings_2026","Fimbristylis sumbaensis","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",104
"jennings_2026_105_habit","jennings_2026_105","jennings_2026::oo_1589237.xlsx::LSI list::105","jennings_2026","Fimbristylis wetarensis","growth_form","herb","herb","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",105
"jennings_2026_106_habit","jennings_2026_106","jennings_2026::oo_1589237.xlsx::LSI list::106","jennings_2026","Daphniphyllum timorianum","growth_form","shrub","shrub","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",106
"jennings_2026_107_habit","jennings_2026_107","jennings_2026::oo_1589237.xlsx::LSI list::107","jennings_2026","Elaeocarpus batudulangii","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",107
"jennings_2026_108_habit","jennings_2026_108","jennings_2026::oo_1589237.xlsx::LSI list::108","jennings_2026","Elaeocarpus brunneotomentosus","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",108
"jennings_2026_109_habit","jennings_2026_109","jennings_2026::oo_1589237.xlsx::LSI list::109","jennings_2026","Elaeocarpus floresii","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",109
"jennings_2026_110_habit","jennings_2026_110","jennings_2026::oo_1589237.xlsx::LSI list::110","jennings_2026","Elaeocarpus parviflorus","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",110
"jennings_2026_111_habit","jennings_2026_111","jennings_2026::oo_1589237.xlsx::LSI list::111","jennings_2026","Elaeocarpus rutengii","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",111
"jennings_2026_112_habit","jennings_2026_112","jennings_2026::oo_1589237.xlsx::LSI list::112","jennings_2026","Elaeocarpus schmutzii","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",112
"jennings_2026_113_habit","jennings_2026_113","jennings_2026::oo_1589237.xlsx::LSI list::113","jennings_2026","Elaeocarpus sebastianii","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",113
"jennings_2026_114_habit","jennings_2026_114","jennings_2026::oo_1589237.xlsx::LSI list::114","jennings_2026","Elaeocarpus timorensis","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",114
"jennings_2026_115_habit","jennings_2026_115","jennings_2026::oo_1589237.xlsx::LSI list::115","jennings_2026","Elaeocarpus tjerengii","growth_form","tree","tree","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","oo_1589237.xlsx","LSI list",115
