"observation_id","occurrence_id","name_submitted","family","genus","latitude","longitude","decimalLatitude","decimalLongitude","country","country_code","state_province","county_parish","municipality","country_raw","state_province_raw","county_raw","municipality_raw","political_units_raw","locality","verbatim_locality","locality_notes","island","island_group","water_body","date_collected","event_year","event_month","event_day","collector","catalog_number","record_number","basis_of_record","occurrence_status","establishment_means","verbatim_elevation","elevation_m","elevation_min_m","elevation_max_m","coordinate_uncertainty_m","geodetic_datum","georeference_remarks","habitat","occurrence_remarks","source_citation","source_url","source_file","source_sheet","original_row_number","taxon_scrub_status","tnrs_matched_name","gnrs_status","gvs_status","nsr_native_status"
"gosline_2023_3207","15703","MaterialCitation",,,7.77,-8.86,7.77,-8.86,,"GN",,,,,,,,"countryCode=GN",,,,,,,"23/06/1949",,,49,"Adam, J-G","P00695200","5440","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3207,"UNRESOLVED",,,,
"gosline_2023_3208","1236","MaterialCitation",,,9.88,-12.57,9.88,-12.57,,"GN",,,,,,,,"countryCode=GN",,,,,,,"18/11/2011",,,11,"Cheek, M","WTA","16075","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3208,"UNRESOLVED",,,,
"gosline_2023_3209","17250","MaterialCitation",,,10.27,-14.39,10.27,-14.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"15/10/2016",,,16,"Bidault, E","P01192580","2341","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3209,"UNRESOLVED",,,,
"gosline_2023_3210","15715","MaterialCitation",,,8.88,-8.28,8.88,-8.28,,"GN",,,,,,,,"countryCode=GN",,,,,,,"23/11/1949",,,49,"Adam, J-G","P00695199","7216 -8","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3210,"UNRESOLVED",,,,
"gosline_2023_3211","2980","MaterialCitation",,,10.12,-12.86,10.12,-12.86,,"GN",,,,,,,,"countryCode=GN",,,,,,,"05/02/2016",,,16,"Cheek, M","WTA","18349","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3211,"UNRESOLVED",,,,
"gosline_2023_3212","20781","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"23/04/1907",,,7,"Caille, O","P00442356","18149","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3212,"UNRESOLVED",,,,
"gosline_2023_3213","17927","MaterialCitation",,,7.64,-8.33,7.64,-8.33,,"GN",,,,,,,,"countryCode=GN",,,,,,,"24/10/2012",,,12,"Jongkind, CCH","WAG.1488143","11560","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3213,"UNRESOLVED",,,,
"gosline_2023_3214","17960","MaterialCitation",,,7.66,-8.34,7.66,-8.34,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/10/2012",,,12,"Jongkind, CCH","WAG.1488103","11638","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3214,"UNRESOLVED",,,,
"gosline_2023_3215","23951","MaterialCitation",,,7.94,-9.14,7.94,-9.14,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/02/2012",,,12,"Jongkind, CCH","WAG.1401940","11240","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3215,"UNRESOLVED",,,,
"gosline_2023_3216","17942","MaterialCitation",,,7.65,-8.34,7.65,-8.34,,"GN",,,,,,,,"countryCode=GN",,,,,,,"25/10/2012",,,12,"Jongkind, CCH","WAG.1488166","11584","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3216,"UNRESOLVED",,,,
"gosline_2023_3217","20180","MaterialCitation",,,8.55,-8.9,8.55,-8.9,,"GN",,,,,,,,"countryCode=GN",,,,,,,"22/03/2008",,,8,"Haba, PK","WAG.1925924","176","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3217,"UNRESOLVED",,,,
"gosline_2023_3218","14595","MaterialCitation",,,7.69,-8.39,7.69,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"21/09/2008",,,8,"Poilecot, PP","WAG.1545513","SO 345","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3218,"UNRESOLVED",,,,
"gosline_2023_3219","12264","MaterialCitation",,,11.26,-11.33,11.26,-11.33,,"GN",,,,,,,,"countryCode=GN",,,,,,,"13/01/2018",,,18,"Cheek, M","K001286674","18938","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3219,"UNRESOLVED",,,,
"gosline_2023_3220","28048","MaterialCitation",,,8.19595,-8.73236,8.19595,-8.73236,,"GN",,,,,,,,"countryCode=GN",,,,,,,"27/08/2019",,,19,"Diabaté, M","MO:Tropicos:101264220","5001","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3220,"UNRESOLVED",,,,
"gosline_2023_3221","19519","MaterialCitation",,,7.69,-8.39,7.69,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"18/06/2007",,,7,"Jongkind, CCH","WAG.1441618","7728","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3221,"UNRESOLVED",,,,
"gosline_2023_3222","20392","MaterialCitation",,,11.5,-12.06,11.5,-12.06,,"GN",,,,,,,,"countryCode=GN",,,,,,,"31/01/1990",,,90,"Malaisse, F","WAG.1441934","2593","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3222,"UNRESOLVED",,,,
"gosline_2023_3223","24771","MaterialCitation",,,7.94,-9.14,7.94,-9.14,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/02/2012",,,12,"Yonon Botanic Team","WAG.1442461","119","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3223,"UNRESOLVED",,,,
"gosline_2023_3224","19443","MaterialCitation",,,10.3,-12.2,10.3,-12.2,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/11/1905",,,5,"Chevalier, AJB","WAG.1541477","14810","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3224,"UNRESOLVED",,,,
"gosline_2023_3225","4331","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Lisowski, S","Lisowski","obs.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3225,"UNRESOLVED",,,,
"gosline_2023_3226","23682","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"ParisGBIF","P02550700","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3226,"UNRESOLVED",,,,
"gosline_2023_3227","24425","MaterialCitation",,,7.66,-8.37,7.66,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"09/07/2008",,,8,"Nimba Botanic Team","WAG.1200254","PD 768","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3227,"UNRESOLVED",,,,
"gosline_2023_3228","24049","MaterialCitation",,,7.67,-8.39,7.67,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"05/12/2007",,,7,"Nimba Botanic Team","WAG.1744021","JR 1269","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3228,"UNRESOLVED",,,,
"gosline_2023_3229","3423","MaterialCitation",,,10.3841,-9.3086,10.3841,-9.3086,,"GN",,,,,,,,"countryCode=GN",,,,,,,"08/12/1966",,,66,"Lisowski, S","POZG-V-0013565","51985","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3229,"UNRESOLVED",,,,
"gosline_2023_3230","19028","MaterialCitation",,,7.63,-9.22,7.63,-9.22,,"GN",,,,,,,,"countryCode=GN",,,,,,,"03/05/2011",,,11,"Jongkind, CCH","WAG.1743810","10562","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3230,"UNRESOLVED",,,,
"gosline_2023_3231","14470","MaterialCitation",,,7.68,-8.39,7.68,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"26/11/2007",,,7,"Nimba Botanic Team","WAG.1280767","WH 650","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3231,"UNRESOLVED",,,,
"gosline_2023_3232","17203","MaterialCitation",,,10.3,-14.36,10.3,-14.36,,"GN",,,,,,,,"countryCode=GN",,,,,,,"15/10/2016",,,16,"Bidault, E","P01192482","2357","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3232,"UNRESOLVED",,,,
"gosline_2023_3233","4321","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/05/1967",,,67,"Lisowski, S","BR0000018130829","80418","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3233,"UNRESOLVED",,,,
"gosline_2023_3234","24628","MaterialCitation",,,7.71,-8.4,7.71,-8.4,,"GN",,,,,,,,"countryCode=GN",,,,,,,"14/08/2008",,,8,"Jongkind, CCH","WAG.1577875","8356","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3234,"UNRESOLVED",,,,
"gosline_2023_3235","4705","MaterialCitation",,,8.53,-8.9,8.53,-8.9,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/11/2005",,,5,"Harvey, YB- Y series (plot voucher)","K000437114","20","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3235,"UNRESOLVED",,,,
"gosline_2023_3236","14255","MaterialCitation",,,7.68,-8.41,7.68,-8.41,,"GN",,,,,,,,"countryCode=GN",,,,,,,"09/12/2007",,,7,"Nimba Botanic Team","WAG.1457956","JR 1897","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3236,"UNRESOLVED",,,,
"gosline_2023_3237","14256","MaterialCitation",,,7.67,-8.38,7.67,-8.38,,"GN",,,,,,,,"countryCode=GN",,,,,,,"07/12/2007",,,7,"Nimba Botanic Team","WAG.1458031","JR 1451","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3237,"UNRESOLVED",,,,
"gosline_2023_3238","19727","MaterialCitation",,,7.65,-8.37,7.65,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/06/2007",,,7,"Jongkind, CCH","WAG.1458150","7697","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3238,"UNRESOLVED",,,,
"gosline_2023_3239","24630","MaterialCitation",,,7.69,-8.43,7.69,-8.43,,"GN",,,,,,,,"countryCode=GN",,,,,,,"14/08/2008",,,8,"Jongkind, CCH","WAG.1458220","8353","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3239,"UNRESOLVED",,,,
"gosline_2023_3240","19928","MaterialCitation",,,7.67,-8.44,7.67,-8.44,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/08/2008",,,8,"Jongkind, CCH","WAG.1458394","8273","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3240,"UNRESOLVED",,,,
"gosline_2023_3241","11566","MaterialCitation",,,11.0683,-9.2202,11.0683,-9.2202,,"GN",,,,,,,,"countryCode=GN",,,,,,,"05/12/1966",,,66,"Lisowski, S","POZG-V-0036652","B-9289","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3241,"UNRESOLVED",,,,
"gosline_2023_3242","362","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Chevalier, AJB","Lisowski","12711","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3242,"UNRESOLVED",,,,
"gosline_2023_3243","14488","MaterialCitation",,,7.69,-8.38,7.69,-8.38,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/07/2008",,,8,"Nimba Botanic Team","WAG.1458732","WD 57","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3243,"UNRESOLVED",,,,
"gosline_2023_3244","19435","MaterialCitation",,,11.5,-12.06,11.5,-12.06,,"GN",,,,,,,,"countryCode=GN",,,,,,,"31/01/1990",,,90,"Malaisse, F","WAG.1607340","2571","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3244,"UNRESOLVED",,,,
