"observation_id","occurrence_id","name_submitted","family","genus","latitude","longitude","decimalLatitude","decimalLongitude","country","country_code","state_province","county_parish","municipality","country_raw","state_province_raw","county_raw","municipality_raw","political_units_raw","locality","verbatim_locality","locality_notes","island","island_group","water_body","date_collected","event_year","event_month","event_day","collector","catalog_number","record_number","basis_of_record","occurrence_status","establishment_means","verbatim_elevation","elevation_m","elevation_min_m","elevation_max_m","coordinate_uncertainty_m","geodetic_datum","georeference_remarks","habitat","occurrence_remarks","source_citation","source_url","source_file","source_sheet","original_row_number","taxon_scrub_status","tnrs_matched_name","gnrs_status","gvs_status","nsr_native_status"
"dayneko_2023_2021","Anc.sett.plant.2021","Potentilla argentea L.","Rosaceae","Potentilla",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2021,"UNRESOLVED",,,,
"dayneko_2023_2022","Anc.sett.plant.2022","Stipa capillata L.","Poaceae","Stipa",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2022,"UNRESOLVED",,,,
"dayneko_2023_2023","Anc.sett.plant.2023","Eryngium campestre L.","Apiaceae","Eryngium",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2023,"UNRESOLVED",,,,
"dayneko_2023_2024","Anc.sett.plant.2024","Galium humifusum M.Bieb.","Rubiaceae","Galium",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2024,"UNRESOLVED",,,,
"dayneko_2023_2025","Anc.sett.plant.2025","Euphorbia agraria M.Bieb.","Euphorbiaceae","Euphorbia",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2025,"UNRESOLVED",,,,
"dayneko_2023_2026","Anc.sett.plant.2026","Kochia prostrata (L.) Schrad.","Amaranthaceae","Kochia",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2026,"UNRESOLVED",,,,
"dayneko_2023_2027","Anc.sett.plant.2027","Poa angustifolia L.","Poaceae","Poa",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2027,"UNRESOLVED",,,,
"dayneko_2023_2028","Anc.sett.plant.2028","Euphorbia seguieriana Neck.","Euphorbiaceae","Euphorbia",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2028,"UNRESOLVED",,,,
"dayneko_2023_2029","Anc.sett.plant.2029","Carex praecox Schreb.","Cyperaceae","Carex",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2029,"UNRESOLVED",,,,
"dayneko_2023_2030","Anc.sett.plant.2030","Carex melanostachya M.Bieb. ex Willd.","Cyperaceae","Carex",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2030,"UNRESOLVED",,,,
"dayneko_2023_2031","Anc.sett.plant.2031","Phlomis pungens Willd.","Lamiaceae","Phlomis",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2031,"UNRESOLVED",,,,
"dayneko_2023_2032","Anc.sett.plant.2032","Ranunculus oxyspermus Willd.","Ranunculaceae","Ranunculus",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2032,"UNRESOLVED",,,,
"dayneko_2023_2033","Anc.sett.plant.2033","Veronica verna L.","Plantaginaceae","Veronica",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2033,"UNRESOLVED",,,,
"dayneko_2023_2034","Anc.sett.plant.2034","Erodium cicutarium (L.) L'Hér.","Geraniaceae","Erodium",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2034,"UNRESOLVED",,,,
"dayneko_2023_2035","Anc.sett.plant.2035","Pleconax subconica (Friv.) Sourková","Caryophyllaceae","Pleconax",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2035,"UNRESOLVED",,,,
"dayneko_2023_2036","Anc.sett.plant.2036","Anthriscus cerefolium (L.) Hoffm.","Apiaceae","Anthriscus",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2036,"UNRESOLVED",,,,
"dayneko_2023_2037","Anc.sett.plant.2037","Erophila verna (L.) DC.","Brassicaceae","Erophila",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2037,"UNRESOLVED",,,,
"dayneko_2023_2038","Anc.sett.plant.2038","Euphorbia virgata Waldst. & Kit.","Euphorbiaceae","Euphorbia",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2038,"UNRESOLVED",,,,
"dayneko_2023_2039","Anc.sett.plant.2039","Holosteum umbellatum L.","Caryophyllaceae","Holosteum",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2039,"UNRESOLVED",,,,
"dayneko_2023_2040","Anc.sett.plant.2040","Ephedra distachya L.","Ephedraceae","Ephedra",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2040,"UNRESOLVED",,,,
"dayneko_2023_2041","Anc.sett.plant.2041","Valerianella carinata Loisel.","Caprifoliaceae","Valerianella",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2041,"UNRESOLVED",,,,
"dayneko_2023_2042","Anc.sett.plant.2042","Androsace maxima L.","Primulaceae","Androsace",46.637981,32.007407,46.637981,32.007407,"Ukraine","UA","Kherson Region","Kherson District",,"Ukraine","Kherson Region","Kherson District",,"country=Ukraine | countryCode=UA | stateProvince=Kherson Region | county=Kherson District","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)","Skelka ancient settlement, 3.4 km to v. Lupareve (W); 7.25 km to v. Oleksandrivka (E)",,,,,"2015-04/2020-09",2015,4,20,"Moysiyenko I.I. | Sudnik-Wójcikowska B. | Dembicz I. | Zachwatowicz M. | Dayneko P.",,,"MaterialCitation",,,,,,,,"WGS84","describing the smallest circle containing the whole of the Location (From 94.9 m to 362.6 m)",,,"Dayneko P, Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) Ancient settlements as natural heritage sites: the first occurrence dataset on vascular plant species from ancient settlements in the Lower Dnipro region (Ukraine). Biodiversity Data Journal 11: e99041. https://doi.org/10.3897/bdj.11.e99041","https://bdj.pensoft.net/article/99041/","dayneko_2023_gbif_dwca.zip","occurrence",2042,"UNRESOLVED",,,,
