"paper_id","n_rows","n_with_coords","n_with_country","n_with_state_province","n_with_county_parish","n_with_municipality","n_habit_trait_rows","n_unique_species","generated_at_utc"
"gosline_2023",4028,3142,0,0,0,0,0,1,"2026-04-29T14:10:10Z"
