freq	dB(S(3,1))
6.00514999999999954E9	-3.30450274922511422E2
6.00520000000000032E9	-3.30464847826634056E2
6.00524999999999931E9	-3.30479343553126137E2
6.00530000000000008E9	-3.30493762511897771E2
6.00535000000000085E9	-3.30508105109354933E2
6.00539999999999985E9	-3.30522371748440458E2
6.00544999999999973E9	-3.30536562828670899E2
6.00549999999999962E9	-3.30550678746178495E2
6.00555000000000128E9	-3.30564719893746695E2
6.00560000000000027E9	-3.30578686660848131E2
6.00564999999999927E9	-3.30592579433682721E2
6.00569999999999915E9	-3.30606398595214079E2
6.00575000000000081E9	-3.30620144525203230E2
6.00580000000000069E9	-3.30633817600248126E2
6.00585000000000058E9	-3.30647418193814246E2
6.00589999999999868E9	-3.30660946676274525E2
6.00595000000000034E9	-3.30674403414936657E2
6.00600000000000023E9	-3.30687788774084401E2
6.00605000000000011E9	-3.30701103115002715E2
6.00609999999999999E9	-3.30714346796018210E2
6.00614999999999988E9	-3.30727520172525269E2
6.00619999999999976E9	-3.30740623597020766E2
6.00624999999999964E9	-3.30753657419135516E2
6.00630000000000042E9	-3.30766621985664333E2
6.00634999999999941E9	-3.30779517640597254E2
6.00640000000000018E9	-3.30792344725149423E2
6.00644999999999918E9	-3.30805103577789206E2
6.00649999999999995E9	-3.30817794534271581E2
6.00654999999999983E9	-3.30830417927663101E2
6.00660000000000061E9	-3.30842974088371289E2
6.00664999999999960E9	-3.30855463344175016E2
6.00669999999999948E9	-3.30867886020249813E2
6.00674999999999937E9	-3.30880242439196914E2
6.00680000000000014E9	-3.30892532921068261E2
6.00685000000000091E9	-3.30904757783395942E2
6.00689999999999991E9	-3.30916917341217154E2
6.00694999999999890E9	-3.30929011907099246E2
6.00700000000000056E9	-3.30941041791167567E2
6.00705000000000044E9	-3.30953007301129176E2
6.00710000000000033E9	-3.30964908742298425E2
6.00714999999999932E9	-3.30976746417621603E2
6.00720000000000010E9	-3.30988520627701721E2
6.00725000000000087E9	-3.31000231670822753E2
6.00729999999999986E9	-3.31011879842970336E2
6.00735000000000063E9	-3.31023465437861475E2
6.00739999999999963E9	-3.31034988746960090E2
6.00745000000000040E9	-3.31046450059507213E2
6.00750000000000028E9	-3.31057849662538084E2
6.00755000000000017E9	-3.31069187840906887E2
6.00760000000000005E9	-3.31080464877308112E2
6.00764999999999993E9	-3.31091681052300268E2
6.00769999999999982E9	-3.31102836644321963E2
6.00774999999999970E9	-3.31113931929720584E2
6.00779999999999959E9	-3.31124967182766605E2
6.00785000000000036E9	-3.31135942675678763E2
6.00789999999999935E9	-3.31146858678641687E2
6.00794999999999924E9	-3.31157715459826907E2
6.00800000000000001E9	-3.31168513285414079E2
6.00805000000000078E9	-3.31179252419607195E2
6.00810000000000066E9	-3.31189933124659319E2
6.00814999999999877E9	-3.31200555660885598E2
6.00819999999999954E9	-3.31211120286687466E2
6.00825000000000031E9	-3.31221627258568541E2
6.00830000000000020E9	-3.31232076831152966E2
6.00835000000000008E9	-3.31242469257206107E2
6.00839999999999907E9	-3.31252804787649335E2
6.00845000000000073E9	-3.31263083671579972E2
6.00849999999999973E9	-3.31273306156288294E2
6.00855000000000050E9	-3.31283472487274855E2
6.00859999999999950E9	-3.31293582908268514E2
6.00865000000000027E9	-3.31303637661241845E2
6.00870000000000015E9	-3.31313636986428772E2
6.00875000000000004E9	-3.31323581122341082E2
6.00879999999999992E9	-3.31333470305786415E2
6.00884999999999980E9	-3.31343304771879499E2
6.00889999999999969E9	-3.31353084754064664E2
6.00895000000000046E9	-3.31362810484126147E2
6.00899999999999945E9	-3.31372482192208428E2
6.00905000000000022E9	-3.31382100106826005E2
6.00910000000000100E9	-3.31391664454885548E2
6.00914999999999999E9	-3.31401175461693986E2
6.00919999999999987E9	-3.31410633350978889E2
6.00924999999999976E9	-3.31420038344899126E2
6.00930000000000053E9	-3.31429390664063206E2
6.00935000000000041E9	-3.31438690527540647E2
6.00939999999999941E9	-3.31447938152877120E2
6.00944999999999929E9	-3.31457133756109545E2
6.00950000000000095E9	-3.31466277551777688E2
6.00954999999999995E9	-3.31475369752940674E2
6.00960000000000072E9	-3.31484410571187293E2
6.00964999999999883E9	-3.31493400216653811E2
6.00970000000000049E9	-3.31502338898031734E2
6.00975000000000037E9	-3.31511226822586824E2
6.00980000000000025E9	-3.31520064196167041E2
6.00985000000000014E9	-3.31528851223217558E2
6.00990000000000002E9	-3.31537588106794612E2
6.00994999999999990E9	-3.31546275048575012E2
6.00999999999999979E9	-3.31554912248871059E2
6.01004999999999967E9	-3.31563499906642267E2
6.01009999999999955E9	-3.31572038219505938E2
6.01015000000000033E9	-3.31580527383751633E2
6.01019999999999932E9	-3.31588967594350814E2
6.01025000000000009E9	-3.31597359044969853E2
6.01029999999999909E9	-3.31605701927980911E2
6.01035000000000075E9	-3.31613996434474378E2
6.01039999999999974E9	-3.31622242754267749E2
6.01044999999999963E9	-3.31630441075921123E2
6.01049999999999951E9	-3.31638591586742715E2
6.01055000000000028E9	-3.31646694472805503E2
6.01060000000000105E9	-3.31654749918953362E2
6.01065000000000005E9	-3.31662758108815314E2
6.01069999999999904E9	-3.31670719224813482E2
6.01074999999999982E9	-3.31678633448174764E2
6.01080000000000059E9	-3.31686500958941455E2
6.01085000000000047E9	-3.31694321935980563E2
6.01089999999999947E9	-3.31702096556995851E2
6.01095000000000024E9	-3.31709824998534364E2
6.01100000000000012E9	-3.31717507436001080E2
6.01105000000000000E9	-3.31725144043663800E2
6.01110000000000078E9	-3.31732734994666689E2
6.01114999999999977E9	-3.31740280461037651E2
6.01120000000000054E9	-3.31747780613699694E2
6.01124999999999954E9	-3.31755235622477107E2
6.01130000000000031E9	-3.31762645656109934E2
6.01135000000000019E9	-3.31770010882257216E2
6.01140000000000008E9	-3.31777331467511027E2
6.01144999999999996E9	-3.31784607577402602E2
6.01149999999999984E9	-3.31791839376412145E2
6.01154999999999973E9	-3.31799027027978033E2
6.01160000000000050E9	-3.31806170694504576E2
6.01164999999999949E9	-3.31813270537372151E2
6.01169999999999938E9	-3.31820326716943637E2
6.01174999999999926E9	-3.31827339392575249E2
6.01180000000000092E9	-3.31834308722622939E2
6.01185000000000080E9	-3.31841234864451673E2
6.01189999999999891E9	-3.31848117974443380E2
6.01194999999999968E9	-3.31854958208005124E2
6.01200000000000045E9	-3.31861755719578033E2
6.01205000000000034E9	-3.31868510662641958E2
6.01210000000000022E9	-3.31875223189728752E2
6.01214999999999922E9	-3.31881893452424226E2
6.01219999999999999E9	-3.31888521601380981E2
6.01224999999999987E9	-3.31895107786321697E2
6.01230000000000064E9	-3.31901652156050009E2
6.01234999999999964E9	-3.31908154858456061E2
6.01240000000000041E9	-3.31914616040524191E2
6.01244999999999941E9	-3.31921035848341939E2
6.01250000000000018E9	-3.31927414427103695E2
6.01255000000000006E9	-3.31933751921122866E2
6.01259999999999994E9	-3.31940048473832627E2
6.01264999999999983E9	-3.31946304227799871E2
6.01269999999999971E9	-3.31952519324726358E2
6.01274999999999959E9	-3.31958693905459645E2
6.01280000000000037E9	-3.31964828109997390E2
6.01285000000000114E9	-3.31970922077495789E2
6.01290000000000013E9	-3.31976975946273933E2
6.01294999999999913E9	-3.31982989853823796E2
6.01299999999999990E9	-3.31988963936813652E2
6.01305000000000067E9	-3.31994898331097321E2
6.01310000000000056E9	-3.32000793171717046E2
6.01314999999999955E9	-3.32006648592913356E2
6.01319999999999943E9	-3.32012464728130396E2
6.01325000000000109E9	-3.32018241710020012E2
6.01330000000000009E9	-3.32023979670450942E2
6.01335000000000086E9	-3.32029678740513301E2
6.01339999999999897E9	-3.32035339050524803E2
6.01345000000000063E9	-3.32040960730037771E2
6.01350000000000051E9	-3.32046543907842295E2
6.01355000000000040E9	-3.32052088711975690E2
6.01360000000000028E9	-3.32057595269726269E2
6.01365000000000016E9	-3.32063063707638984E2
6.01370000000000005E9	-3.32068494151522131E2
6.01374999999999993E9	-3.32073886726452372E2
6.01379999999999981E9	-3.32079241556780369E2
6.01384999999999970E9	-3.32084558766136340E2
6.01389999999999958E9	-3.32089838477435872E2
6.01394999999999946E9	-3.32095080812884991E2
6.01400000000000023E9	-3.32100285893986102E2
6.01404999999999923E9	-3.32105453841541642E2
6.01410000000000089E9	-3.32110584775663265E2
6.01414999999999900E9	-3.32115678815770821E2
6.01419999999999977E9	-3.32120736080604484E2
6.01424999999999965E9	-3.32125756688224039E2
6.01430000000000042E9	-3.32130740756018739E2
6.01435000000000031E9	-3.32135688400707929E2
6.01439999999999930E9	-3.32140599738350195E2
6.01444999999999919E9	-3.32145474884345271E2
6.01449999999999996E9	-3.32150313953439769E2
6.01455000000000073E9	-3.32155117059733218E2
6.01459999999999972E9	-3.32159884316681442E2
6.01464999999999872E9	-3.32164615837101262E2
6.01470000000000038E9	-3.32169311733176897E2
6.01475000000000026E9	-3.32173972116462712E2
6.01480000000000015E9	-3.32178597097888595E2
6.01485000000000003E9	-3.32183186787765328E2
6.01489999999999991E9	-3.32187741295787697E2
6.01495000000000068E9	-3.32192260731039690E2
6.01499999999999968E9	-3.32196745201999732E2
6.01505000000000045E9	-3.32201194816543843E2
6.01509999999999945E9	-3.32205609681950387E2
6.01515000000000022E9	-3.32209989904904868E2
6.01520000000000010E9	-3.32214335591503707E2
6.01524999999999999E9	-3.32218646847258858E2
6.01529999999999987E9	-3.32222923777101897E2
6.01535000000000064E9	-3.32227166485388503E2
6.01539999999999964E9	-3.32231375075901747E2
6.01544999999999952E9	-3.32235549651856976E2
6.01549999999999940E9	-3.32239690315905856E2
6.01555000000000017E9	-3.32243797170140720E2
6.01560000000000095E9	-3.32247870316096661E2
6.01564999999999905E9	-3.32251909854758676E2
6.01569999999999983E9	-3.32255915886561937E2
6.01575000000000060E9	-3.32259888511399870E2
6.01580000000000048E9	-3.32263827828623448E2
6.01585000000000036E9	-3.32267733937049448E2
6.01589999999999936E9	-3.32271606934959962E2
6.01595000000000013E9	-3.32275446920110662E2
6.01600000000000001E9	-3.32279253989729195E2
6.01604999999999990E9	-3.32283028240525136E2
6.01609999999999978E9	-3.32286769768687851E2
6.01615000000000055E9	-3.32290478669894096E2
6.01619999999999955E9	-3.32294155039309080E2
6.01625000000000032E9	-3.32297798971592107E2
6.01629999999999932E9	-3.32301410560898347E2
6.01635000000000009E9	-3.32304989900882841E2
6.01639999999999997E9	-3.32308537084705602E2
6.01644999999999985E9	-3.32312052205031838E2
6.01649999999999974E9	-3.32315535354039238E2
6.01654999999999962E9	-3.32318986623417079E2
6.01660000000000128E9	-3.32322406104373291E2
6.01665000000000028E9	-3.32325793887636056E2
6.01669999999999927E9	-3.32329150063457046E2
6.01675000000000004E9	-3.32332474721615068E2
6.01680000000000081E9	-3.32335767951419214E2
6.01685000000000070E9	-3.32339029841712374E2
6.01689999999999969E9	-3.32342260480873497E2
6.01694999999999958E9	-3.32345459956821898E2
6.01700000000000035E9	-3.32348628357019527E2
6.01705000000000023E9	-3.32351765768474516E2
6.01710000000000100E9	-3.32354872277744340E2
6.01714999999999911E9	-3.32357947970938028E2
6.01720000000000077E9	-3.32360992933720700E2
6.01724999999999977E9	-3.32364007251314586E2
6.01730000000000054E9	-3.32366991008504309E2
6.01735000000000042E9	-3.32369944289636976E2
6.01740000000000030E9	-3.32372867178628884E2
6.01745000000000019E9	-3.32375759758964273E2
6.01750000000000007E9	-3.32378622113701505E2
6.01754999999999995E9	-3.32381454325473191E2
6.01759999999999984E9	-3.32384256476491879E2
6.01764999999999972E9	-3.32387028648551208E2
6.01769999999999960E9	-3.32389770923027239E2
6.01774999999999949E9	-3.32392483380885206E2
6.01779999999999937E9	-3.32395166102678141E2
6.01785000000000103E9	-3.32397819168551845E2
6.01789999999999914E9	-3.32400442658247153E2
6.01794999999999991E9	-3.32403036651102335E2
6.01799999999999891E9	-3.32405601226055492E2
6.01805000000000057E9	-3.32408136461648818E2
6.01810000000000045E9	-3.32410642436028336E2
6.01814999999999944E9	-3.32413119226949538E2
6.01819999999999933E9	-3.32415566911777338E2
6.01825000000000010E9	-3.32417985567490515E2
6.01830000000000087E9	-3.32420375270683355E2
6.01834999999999987E9	-3.32422736097567428E2
6.01839999999999886E9	-3.32425068123976297E2
6.01844999999999963E9	-3.32427371425365203E2
6.01850000000000041E9	-3.32429646076815644E2
6.01855000000000029E9	-3.32431892153037012E2
6.01860000000000017E9	-3.32434109728368332E2
6.01865000000000006E9	-3.32436298876782521E2
6.01869999999999994E9	-3.32438459671885633E2
6.01874999999999982E9	-3.32440592186922945E2
6.01880000000000059E9	-3.32442696494777801E2
6.01884999999999959E9	-3.32444772667976940E2
6.01890000000000036E9	-3.32446820778689567E2
6.01894999999999936E9	-3.32448840898733788E2
6.01900000000000013E9	-3.32450833099573995E2
6.01905000000000001E9	-3.32452797452326942E2
6.01910000000000078E9	-3.32454734027762466E2
6.01914999999999978E9	-3.32456642896304899E2
6.01919999999999966E9	-3.32458524128036981E2
6.01924999999999955E9	-3.32460377792700612E2
6.01930000000000032E9	-3.32462203959700497E2
6.01935000000000109E9	-3.32464002698103389E2
6.01939999999999920E9	-3.32465774076643950E2
6.01944999999999908E9	-3.32467518163723463E2
6.01950000000000074E9	-3.32469235027414811E2
6.01955000000000062E9	-3.32470924735461981E2
6.01960000000000051E9	-3.32472587355284332E2
6.01964999999999950E9	-3.32474222953975973E2
6.01970000000000027E9	-3.32475831598310956E2
6.01975000000000016E9	-3.32477413354742435E2
6.01980000000000004E9	-3.32478968289406973E2
6.01984999999999992E9	-3.32480496468123965E2
6.01989999999999981E9	-3.32481997956400566E2
6.01994999999999969E9	-3.32483472819430759E2
6.02000000000000046E9	-3.32484921122098731E2
6.02004999999999946E9	-3.32486342928981582E2
6.02010000000000023E9	-3.32487738304349367E2
6.02014999999999922E9	-3.32489107312167320E2
6.02020000000000000E9	-3.32490450016099981E2
6.02024999999999988E9	-3.32491766479509332E2
6.02029999999999976E9	-3.32493056765459949E2
6.02035000000000053E9	-3.32494320936718069E2
6.02039999999999953E9	-3.32495559055756695E2
6.02044999999999941E9	-3.32496771184753204E2
6.02050000000000018E9	-3.32497957385595067E2
6.02055000000000096E9	-3.32499117719878878E2
6.02059999999999995E9	-3.32500252248913819E2
6.02064999999999895E9	-3.32501361033722187E2
6.02069999999999972E9	-3.32502444135041575E2
6.02075000000000049E9	-3.32503501613327312E2
6.02080000000000037E9	-3.32504533528752422E2
6.02085000000000026E9	-3.32505539941210992E2
6.02089999999999925E9	-3.32506520910318937E2
6.02095000000000091E9	-3.32507476495416521E2
6.02099999999999991E9	-3.32508406755568098E2
6.02105000000000068E9	-3.32509311749566283E2
6.02109999999999967E9	-3.32510191535931199E2
6.02115000000000045E9	-3.32511046172914604E2
6.02120000000000033E9	-3.32511875718498562E2
6.02125000000000021E9	-3.32512680230399837E2
6.02130000000000010E9	-3.32513459766068831E2
6.02134999999999998E9	-3.32514214382693840E2
6.02139999999999986E9	-3.32514944137199908E2
6.02144999999999975E9	-3.32515649086252685E2
6.02149999999999963E9	-3.32516329286258827E2
6.02154999999999951E9	-3.32516984793366621E2
6.02160000000000117E9	-3.32517615663470156E2
6.02164999999999928E9	-3.32518221952207460E2
6.02170000000000005E9	-3.32518803714965250E2
6.02174999999999905E9	-3.32519361006877379E2
6.02180000000000071E9	-3.32519893882828521E2
6.02185000000000059E9	-3.32520402397454973E2
6.02189999999999959E9	-3.32520886605145538E2
6.02194999999999947E9	-3.32521346560043085E2
6.02200000000000024E9	-3.32521782316047254E2
6.02205000000000013E9	-3.32522193926813481E2
6.02210000000000001E9	-3.32522581445757348E2
6.02214999999999900E9	-3.32522944926052944E2
6.02219999999999978E9	-3.32523284420636012E2
6.02225000000000055E9	-3.32523599982205775E2
6.02229999999999954E9	-3.32523891663224669E2
6.02235000000000031E9	-3.32524159515920559E2
6.02240000000000020E9	-3.32524403592288831E2
6.02245000000000008E9	-3.32524623944091147E2
6.02249999999999996E9	-3.32524820622860640E2
6.02254999999999985E9	-3.32524993679899472E2
6.02259999999999973E9	-3.32525143166282877E2
6.02265000000000050E9	-3.32525269132858270E2
6.02269999999999950E9	-3.32525371630248756E2
6.02275000000000027E9	-3.32525450708851711E2
6.02279999999999927E9	-3.32525506418843486E2
6.02285000000000093E9	-3.32525538810177057E2
6.02289999999999992E9	-3.32525547932585619E2
6.02294999999999980E9	-3.32525533835582987E2
6.02299999999999969E9	-3.32525496568465417E2
6.02305000000000046E9	-3.32525436180311740E2
6.02310000000000123E9	-3.32525352719985667E2
6.02314999999999934E9	-3.32525246236136107E2
6.02319999999999922E9	-3.32525116777199026E2
6.02324999999999999E9	-3.32524964391398914E2
6.02330000000000076E9	-3.32524789126747811E2
6.02335000000000065E9	-3.32524591031050187E2
6.02339999999999964E9	-3.32524370151900239E2
6.02345000000000041E9	-3.32524126536685705E2
6.02350000000000030E9	-3.32523860232588220E2
6.02355000000000018E9	-3.32523571286583453E2
6.02360000000000007E9	-3.32523259745444122E2
6.02364999999999995E9	-3.32522925655739332E2
6.02369999999999983E9	-3.32522569063836571E2
6.02374999999999972E9	-3.32522190015902996E2
6.02379999999999960E9	-3.32521788557906239E2
6.02385000000000037E9	-3.32521364735615066E2
6.02389999999999937E9	-3.32520918594601023E2
6.02395000000000014E9	-3.32520450180239902E2
6.02399999999999913E9	-3.32519959537710852E2
6.02404999999999990E9	-3.32519446712000644E2
6.02410000000000068E9	-3.32518911747901091E2
6.02414999999999967E9	-3.32518354690013584E2
6.02419999999999956E9	-3.32517775582746822E2
6.02424999999999944E9	-3.32517174470321430E2
6.02430000000000110E9	-3.32516551396766635E2
6.02435000000000009E9	-3.32515906405925765E2
6.02439999999999909E9	-3.32515239541453989E2
6.02444999999999986E9	-3.32514550846820711E2
6.02450000000000063E9	-3.32513840365310509E2
6.02455000000000052E9	-3.32513108140023927E2
6.02460000000000040E9	-3.32512354213878325E2
6.02464999999999939E9	-3.32511578629608673E2
6.02470000000000017E9	-3.32510781429769953E2
6.02475000000000005E9	-3.32509962656735647E2
6.02480000000000082E9	-3.32509122352700937E2
6.02484999999999982E9	-3.32508260559682389E2
6.02490000000000059E9	-3.32507377319519559E2
6.02494999999999958E9	-3.32506472673875475E2
6.02500000000000036E9	-3.32505546664237439E2
6.02505000000000024E9	-3.32504599331919071E2
6.02510000000000012E9	-3.32503630718059062E2
6.02515000000000001E9	-3.32502640863624999E2
6.02519999999999989E9	-3.32501629809411625E2
6.02524999999999977E9	-3.32500597596042624E2
6.02529999999999966E9	-3.32499544263972613E2
6.02535000000000132E9	-3.32498469853486167E2
6.02539999999999942E9	-3.32497374404700796E2
6.02544999999999931E9	-3.32496257957565300E2
6.02549999999999919E9	-3.32495120551862922E2
6.02555000000000085E9	-3.32493962227210682E2
6.02560000000000073E9	-3.32492783023061245E2
6.02564999999999973E9	-3.32491582978703093E2
6.02569999999999872E9	-3.32490362133262440E2
6.02575000000000038E9	-3.32489120525701498E2
6.02580000000000027E9	-3.32487858194822872E2
6.02585000000000015E9	-3.32486575179267785E2
6.02589999999999915E9	-3.32485271517517722E2
6.02594999999999992E9	-3.32483947247895761E2
6.02600000000000069E9	-3.32482602408565597E2
6.02604999999999968E9	-3.32481237037535404E2
6.02610000000000046E9	-3.32479851172655216E2
6.02614999999999945E9	-3.32478444851620392E2
6.02620000000000022E9	-3.32477018111970546E2
6.02625000000000011E9	-3.32475570991092217E2
6.02629999999999999E9	-3.32474103526217579E2
6.02634999999999987E9	-3.32472615754426837E2
6.02639999999999976E9	-3.32471107712648006E2
6.02644999999999964E9	-3.32469579437658513E2
6.02650000000000041E9	-3.32468030966085015E2
6.02654999999999941E9	-3.32466462334405000E2
6.02660000000000018E9	-3.32464873578947229E2
6.02664999999999917E9	-3.32463264735891917E2
6.02669999999999995E9	-3.32461635841272596E2
6.02674999999999983E9	-3.32459986930976026E2
6.02680000000000060E9	-3.32458318040743128E2
6.02685000000000048E9	-3.32456629206169563E2
6.02689999999999948E9	-3.32454920462706971E2
6.02694999999999936E9	-3.32453191845663065E2
6.02700000000000014E9	-3.32451443390202872E2
6.02705000000000091E9	-3.32449675131349398E2
6.02709999999999990E9	-3.32447887103983053E2
6.02714999999999890E9	-3.32446079342845024E2
6.02720000000000056E9	-3.32444251882534880E2
6.02725000000000044E9	-3.32442404757514032E2
6.02730000000000032E9	-3.32440538002104002E2
6.02735000000000021E9	-3.32438651650489314E2
6.02740000000000009E9	-3.32436745736716199E2
6.02744999999999997E9	-3.32434820294694777E2
6.02749999999999986E9	-3.32432875358199009E2
6.02754999999999974E9	-3.32430910960867276E2
6.02759999999999962E9	-3.32428927136203844E2
6.02764999999999951E9	-3.32426923917577799E2
6.02770000000000028E9	-3.32424901338226197E2
6.02774999999999928E9	-3.32422859431252116E2
6.02780000000000005E9	-3.32420798229627712E2
6.02785000000000082E9	-3.32418717766192140E2
6.02789999999999981E9	-3.32416618073655590E2
6.02794999999999970E9	-3.32414499184596579E2
6.02799999999999958E9	-3.32412361131464706E2
6.02805000000000035E9	-3.32410203946580740E2
6.02810000000000024E9	-3.32408027662136707E2
6.02814999999999923E9	-3.32405832310197180E2
6.02820000000000000E9	-3.32403617922699990E2
6.02825000000000077E9	-3.32401384531455690E2
6.02829999999999977E9	-3.32399132168149780E2
6.02835000000000054E9	-3.32396860864341681E2
6.02839999999999954E9	-3.32394570651467003E2
6.02845000000000031E9	-3.32392261560837010E2
6.02850000000000019E9	-3.32389933623639156E2
6.02855000000000008E9	-3.32387586870937835E2
6.02859999999999996E9	-3.32385221333676606E2
6.02865000000000073E9	-3.32382837042674728E2
6.02869999999999973E9	-3.32380434028633109E2
6.02875000000000050E9	-3.32378012322130578E2
6.02879999999999949E9	-3.32375571953625615E2
6.02885000000000026E9	-3.32373112953458394E2
6.02890000000000015E9	-3.32370635351849231E2
6.02895000000000003E9	-3.32368139178900890E2
6.02899999999999991E9	-3.32365624464597698E2
6.02904999999999980E9	-3.32363091238807673E2
6.02910000000000146E9	-3.32360539531281285E2
6.02914999999999957E9	-3.32357969371653406E2
6.02919999999999945E9	-3.32355380789442645E2
6.02924999999999933E9	-3.32352773814054014E2
6.02930000000000099E9	-3.32350148474776441E2
6.02935000000000088E9	-3.32347504800786364E2
6.02939999999999987E9	-3.32344842821145292E2
6.02944999999999887E9	-3.32342162564803445E2
6.02950000000000053E9	-3.32339464060596956E2
6.02955000000000041E9	-3.32336747337251737E2
6.02960000000000029E9	-3.32334012423381253E2
6.02964999999999929E9	-3.32331259347488928E2
6.02970000000000006E9	-3.32328488137967160E2
6.02974999999999994E9	-3.32325698823099236E2
6.02979999999999983E9	-3.32322891431058398E2
6.02985000000000060E9	-3.32320065989910152E2
6.02989999999999959E9	-3.32317222527610578E2
6.02995000000000037E9	-3.32314361072008158E2
6.02999999999999936E9	-3.32311481650845408E2
6.03005000000000013E9	-3.32308584291756270E2
6.03010000000000002E9	-3.32305669022269701E2
6.03014999999999990E9	-3.32302735869807853E2
6.03019999999999978E9	-3.32299784861688119E2
6.03024999999999967E9	-3.32296816025122999E2
6.03029999999999955E9	-3.32293829387220319E2
