"supplementary_id","supplementary_doi","label","media_href","declared_mimetype","declared_mime_subtype","original_file_url","content_type","content_disposition","paper_id","doi","landing_url","discovered_at_utc"
"S5516072","10.3897/BDJ.8.e51094.suppl1","Supplementary material 1","bdj-08-e51094-s001.xlsx","Microsoft Excel Document","xlsx","https://binary.pensoft.net/file/377596","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","attachment;filename=""oo_377596.xlsx""","joyce_2020","10.3897/bdj.8.e51094","https://bdj.pensoft.net/article/51094/","2026-04-29T14:17:26Z"
