"paper_id","doi","citation","landing_url","xml_url","crossref_url","crossref_pdf_link_guess","crossref_xml_link_guess","expected_file_ids","discovered_asset_count","landing_contains_supplementary_anchor","discovery_timestamp_utc"
"wasowicz_2020","10.3897/bdj.8.e54812","Wasowicz P, Thorsteinsson S, Magnusson B, Einarsson E (2020) Vascular plant colonisation of Surtsey Island (1965-1990) - a dataset. Biodiversity Data Journal 8: e54812. https://doi.org/10.3897/bdj.8.e54812","https://bdj.pensoft.net/article/54812/","https://bdj.pensoft.net/article/54812/download/xml/","https://api.crossref.org/works/10.3897/bdj.8.e54812",,"https://bdj.pensoft.net/article/54812/download/xml/","",0,FALSE,"2026-04-29T14:17:05Z"
