"paper_id","doi","citation","landing_url","xml_url","crossref_url","crossref_pdf_link_guess","crossref_xml_link_guess","expected_file_ids","discovered_asset_count","landing_contains_supplementary_anchor","discovery_timestamp_utc"
"moysiyenko_2023","10.3897/bdj.10.e96879","Moysiyenko I, Sudnik-Wojcikowska B, Dembicz I, Zachwatowicz M, Skobel N (2023) The first dataset of vascular plant species occurrences on kurgans in Southern Ukraine. Biodiversity Data Journal 10: e96879. https://doi.org/10.3897/bdj.10.e96879","https://bdj.pensoft.net/article/96879/","https://bdj.pensoft.net/article/96879/download/xml/","https://api.crossref.org/works/10.3897/bdj.10.e96879",,"https://bdj.pensoft.net/article/96879/download/xml/","",0,FALSE,"2026-04-29T14:17:19Z"
