"paper_id","doi","citation","landing_url","xml_url","crossref_url","crossref_pdf_link_guess","crossref_xml_link_guess","expected_file_ids","discovered_asset_count","landing_contains_supplementary_anchor","discovery_timestamp_utc"
"tack_2022","10.3897/phytokeys.206.77379","Tack W, et al. (2022) The ECAT dataset: expert-validated distribution data of endemic and sub-endemic trees of Central Africa. PhytoKeys 206. https://doi.org/10.3897/phytokeys.206.77379","https://phytokeys.pensoft.net/article/77379/","https://phytokeys.pensoft.net/article/77379/download/xml/","https://api.crossref.org/works/10.3897/phytokeys.206.77379",,"https://phytokeys.pensoft.net/article/77379/download/xml/","",0,FALSE,"2026-04-29T14:17:22Z"
