"paper_id","doi","citation","landing_url","xml_url","crossref_url","crossref_pdf_link_guess","crossref_xml_link_guess","expected_file_ids","discovered_asset_count","landing_contains_supplementary_anchor","discovery_timestamp_utc"
"salim_2020","10.3897/phytokeys.160.52946","Salim JM, et al. (2020) A checklist of vascular plants and uses of some species for livelihood-making in Setiu Wetlands Terengganu Malaysia. PhytoKeys 160. https://doi.org/10.3897/phytokeys.160.52946","https://phytokeys.pensoft.net/article/52946/","https://phytokeys.pensoft.net/article/52946/download/xml/","https://api.crossref.org/works/10.3897/phytokeys.160.52946",,"https://phytokeys.pensoft.net/article/52946/download/xml/","",0,FALSE,"2026-04-29T14:17:36Z"
