"paper_id","supplementary_id","download_url","local_path","status","method","file_size","error_message","downloaded_at_utc"
"aung_2025","S1","https://binary.pensoft.net/file/1392451","/Users/brianjenquist/VSCode/Literature_Data_To_BIENdb/data/raw/aung_2025/oo_1392451.xlsx","downloaded","download.file",1377450,"","2026-04-29T14:17:52Z"
"aung_2025","S2","https://binary.pensoft.net/file/1392452","/Users/brianjenquist/VSCode/Literature_Data_To_BIENdb/data/raw/aung_2025/oo_1392452.xlsx","downloaded","download.file",16520,"","2026-04-29T14:17:52Z"
"aung_2025","S3","https://binary.pensoft.net/file/1392453","/Users/brianjenquist/VSCode/Literature_Data_To_BIENdb/data/raw/aung_2025/oo_1392453.xlsx","downloaded","download.file",82343,"","2026-04-29T14:17:53Z"
"aung_2025","S4","https://binary.pensoft.net/file/1392454","/Users/brianjenquist/VSCode/Literature_Data_To_BIENdb/data/raw/aung_2025/oo_1392454.pdf","downloaded","download.file",342457,"","2026-04-29T14:17:54Z"
"aung_2025","S5","https://binary.pensoft.net/file/1392455","/Users/brianjenquist/VSCode/Literature_Data_To_BIENdb/data/raw/aung_2025/oo_1392455.pdf","downloaded","download.file",243854,"","2026-04-29T14:17:55Z"
