"paper_id","doi","citation","landing_url","xml_url","crossref_url","crossref_pdf_link_guess","crossref_xml_link_guess","expected_file_ids","discovered_asset_count","landing_contains_supplementary_anchor","discovery_timestamp_utc"
"jennings_2026","10.3897/phytokeys.273.184780","Jennings LVS, Trethowan LA, Arifiani D, Bramley G, Clark RP, Damayanto IPGP, Faisyal M, Puglisi C, Riwu-Kaho M, Roddie R, Schuiteman A, Turner I, Trias-Blasi A, Rustiami H (2026) A vouchered and georeferenced checklist of the endemic vascular plant species of the Lesser Sunda Islands highlights data deficiencies and threat levels. PhytoKeys 273:21-36. https://doi.org/10.3897/phytokeys.273.184780","https://phytokeys.pensoft.net/article/184780/","https://phytokeys.pensoft.net/article/184780/download/xml/","https://api.crossref.org/works/10.3897/phytokeys.273.184780",,"https://phytokeys.pensoft.net/article/184780/download/xml/","1589237|1589238|1589239|1589240|1589241",5,TRUE,"2026-04-29T05:00:51Z"
