"supplementary_id","supplementary_doi","label","media_href","declared_mimetype","declared_mime_subtype","original_file_url","content_type","content_disposition","paper_id","doi","landing_url","discovered_at_utc"
"S1","10.3897/phytokeys.261.154986.suppl1","Supplementary material 1","phytokeys-261-135_article-154986__-s001.xlsx","application","vnd.openxmlformats-officedocument.spreadsheetml.sheet","https://binary.pensoft.net/file/1392451","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","attachment;filename=""oo_1392451.xlsx""","aung_2025","10.3897/phytokeys.261.154986","https://phytokeys.pensoft.net/article/154986/","2026-04-29T14:17:33Z"
"S2","10.3897/phytokeys.261.154986.suppl2","Supplementary material 2","phytokeys-261-135_article-154986__-s002.xlsx","application","vnd.openxmlformats-officedocument.spreadsheetml.sheet","https://binary.pensoft.net/file/1392452","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","attachment;filename=""oo_1392452.xlsx""","aung_2025","10.3897/phytokeys.261.154986","https://phytokeys.pensoft.net/article/154986/","2026-04-29T14:17:33Z"
"S3","10.3897/phytokeys.261.154986.suppl3","Supplementary material 3","phytokeys-261-135_article-154986__-s003.xlsx","application","vnd.openxmlformats-officedocument.spreadsheetml.sheet","https://binary.pensoft.net/file/1392453","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","attachment;filename=""oo_1392453.xlsx""","aung_2025","10.3897/phytokeys.261.154986","https://phytokeys.pensoft.net/article/154986/","2026-04-29T14:17:33Z"
"S4","10.3897/phytokeys.261.154986.suppl4","Supplementary material 4","phytokeys-261-135_article-154986__-s004.pdf","application","pdf","https://binary.pensoft.net/file/1392454","application/pdf","attachment;filename=""oo_1392454.pdf""","aung_2025","10.3897/phytokeys.261.154986","https://phytokeys.pensoft.net/article/154986/","2026-04-29T14:17:33Z"
"S5","10.3897/phytokeys.261.154986.suppl5","Supplementary material 5","phytokeys-261-135_article-154986__-s005.pdf","application","pdf","https://binary.pensoft.net/file/1392455","application/pdf","attachment;filename=""oo_1392455.pdf""","aung_2025","10.3897/phytokeys.261.154986","https://phytokeys.pensoft.net/article/154986/","2026-04-29T14:17:33Z"
