"paper_id","supplementary_id","download_url","local_path","status","method","file_size","error_message","downloaded_at_utc"
"joyce_2020","S5516072","https://binary.pensoft.net/file/377596","/Users/brianjenquist/VSCode/Literature_Data_To_BIENdb/data/raw/joyce_2020/oo_377596.xlsx","downloaded","download.file",7151619,"","2026-04-29T14:17:51Z"
