"paper_id","doi","citation","landing_url","xml_url","crossref_url","crossref_pdf_link_guess","crossref_xml_link_guess","expected_file_ids","discovered_asset_count","landing_contains_supplementary_anchor","discovery_timestamp_utc"
"joyce_2020","10.3897/bdj.8.e51094","Joyce EM, Thiele KR, Slik FJW, Crayn DM (2020) Checklist of the vascular flora of the Sunda-Sahul Convergence Zone. Biodiversity Data Journal 8: e51094. https://doi.org/10.3897/bdj.8.e51094","https://bdj.pensoft.net/article/51094/","https://bdj.pensoft.net/article/51094/download/xml/","https://api.crossref.org/works/10.3897/bdj.8.e51094",,"https://bdj.pensoft.net/article/51094/download/xml/","",1,FALSE,"2026-04-29T14:17:26Z"
