"paper_id","doi","citation","landing_url","xml_url","crossref_url","crossref_pdf_link_guess","crossref_xml_link_guess","expected_file_ids","discovered_asset_count","landing_contains_supplementary_anchor","discovery_timestamp_utc"
"aung_2025","10.3897/phytokeys.261.154986","Aung YL, Aung MH, Tan Y, Jin X (2025) An updated checklist of vascular plants of Myanmar. PhytoKeys 261. https://doi.org/10.3897/phytokeys.261.154986","https://phytokeys.pensoft.net/article/154986/","https://phytokeys.pensoft.net/article/154986/download/xml/","https://api.crossref.org/works/10.3897/phytokeys.261.154986",,"https://phytokeys.pensoft.net/article/154986/download/xml/","",5,TRUE,"2026-04-29T14:17:33Z"
